window_start,window_end,anomaly_score,is_anomaly,mean,std,var,rms,min,max,ptp,median,mad,skew,kurtosis,zero_crossing_rate,crest_factor,dominant_freq,main_peak_power,spectral_centroid,spectral_bandwidth,spectral_rolloff_85,spectral_entropy,peak_ratio,band_energy_0_5.55556e-05hz,band_energy_5.55556e-05_0.000166667hz,band_energy_0.000166667_0.000555556hz,thd,autocorr_lag1,trend_slope
13584,13680,-0.041778932473397146,False,6.158020833333333,0.9197254329831394,0.8458948720760232,6.225616760685315,4.933333333333334,11.096666666666666,6.163333333333332,5.963333333333334,0.3383333333333338,2.436896153863386,8.995491063815011,0.37894736842105264,1.782420456193221,2.3148148148148147e-05,7272.975496803126,0.0002591525874736616,0.00017089754590903113,0.0004398148148148148,0.895703491090594,0.09683141517239502,0.21748237004417176,0.11867411620784733,0.6377237438997498,0.0,0.05835198015063533,4.39342557424492e-06
13632,13728,-0.10371571356658538,False,19.24375,15.717348535002976,247.03504497076023,24.79483166538573,5.056666666666667,49.160000000000004,44.10333333333334,8.235,2.9216666666666655,0.5731596285412986,-1.4144094795536026,0.010526315789473684,1.9826712543738196,1.1574074074074073e-05,9646252.94470398,2.0256031434122212e-05,4.316879431985062e-05,2.3148148148148147e-05,0.2516971659120332,0.7175147910768078,0.9685451339146317,0.016147750268096343,0.015178531414781619,0.0,0.9726349356023216,0.0005533850806856774
13680,13776,-0.1439953060881094,False,21.34625,14.961892641090188,223.85823140350874,26.022850802494503,5.56,49.160000000000004,43.6,16.31,10.038333333333332,0.3704584422961614,-1.4862265808998048,0.021052631578947368,1.8891089363385862,1.1574074074074073e-05,13185517.353764419,1.921410399901823e-05,3.4289783271715124e-05,2.3148148148148147e-05,0.2821412231806122,0.6353606038952249,0.9707821579833488,0.02107847024613527,0.008098382726823282,0.0,0.9732048129892974,-0.00033915064005948396
13728,13824,-0.16039974632686937,False,21.017638888888886,14.539584619795,211.39952091617934,25.513498134066936,5.56,47.32,41.76,15.405000000000001,9.22166666666667,0.3629259725992589,-1.504554320400434,0.021052631578947368,1.8547045078390896,1.1574074074074073e-05,10520873.043737803,1.942410822016361e-05,4.0047218933408164e-05,2.3148148148148147e-05,0.2704473418774417,0.6705345612178241,0.9767941348222361,0.011263267475483809,0.011613244600230093,0.0,0.9686223383671465,0.0003969690118767711
13776,13872,-0.1600517251777751,False,20.815104166666668,14.694730606287898,215.9351075913743,25.435297226947206,5.403333333333333,47.32,41.916666666666664,15.015,9.241666666666667,0.36282131626362973,-1.5195317036259501,0.021052631578947368,1.8604068031045211,1.1574074074074073e-05,11521071.649139412,2.362512937944039e-05,5.366024220959504e-05,2.3148148148148147e-05,0.30988591986487507,0.653962790299463,0.9554414157681083,0.02554898294354375,0.018390521036020922,0.0,0.9656709406730938,-0.00035262663029279943
13824,13920,-0.17512395930870867,False,19.227864583333332,12.794242765238405,163.69264793585526,23.058583924897206,5.403333333333333,44.10333333333333,38.699999999999996,14.61,8.903333333333332,0.22564220894142684,-1.6916964665498,0.021052631578947368,1.912664432342327,1.1574074074074073e-05,7927598.791746653,1.9010599289360036e-05,3.676525382219622e-05,2.3148148148148147e-05,0.28856559877855537,0.6631512666737263,0.9682499664110514,0.02001546710493677,0.011428134437230087,0.0,0.9636518237592093,0.00034546413104640184
13872,13968,-0.18140131763090833,False,18.81296875,12.696267076298348,161.1951976726974,22.65929994988261,5.37,44.10333333333333,38.733333333333334,13.905,8.276666666666667,0.28712332655490386,-1.628993652513422,0.021052631578947368,1.946367867978193,1.1574074074074073e-05,8992755.173278274,2.4070692531713577e-05,5.0264467261782054e-05,2.3148148148148147e-05,0.3132276837803491,0.6320950262763694,0.9495730632456072,0.030187314243025145,0.02021855737763926,0.0,0.9667760844041576,-0.00030518911647675867
13920,14016,-0.14947103162034636,False,16.973442734505863,10.255255766498149,105.17027083629353,19.803345814364263,5.37,29.153333333333332,23.78333333333333,13.863333333333332,8.238333333333332,0.0795900775035155,-1.9040842602296795,0.021052631578947368,1.4721418090970078,1.1574074074074073e-05,5318446.331426765,2.081352837228139e-05,3.593986177772721e-05,2.3148148148148147e-05,0.30891410131640384,0.6260819194878181,0.9672401303217869,0.014326491686545427,0.018433133701421512,0.0,0.9680301883709291,0.0002829328190004503
13968,14064,0.0002338310880815042,True,26.018037932719153,5.050725770387363,25.509830807655014,26.49872452160332,7.166666666666667,28.94,21.773333333333333,27.50306532663317,0.7260301507537683,-2.858099798854369,6.9986305017286075,0.031578947368421054,1.092128037196859,0.0,177242.46399048515,6.637631189332025e-06,1.8120298979453776e-05,1.1574074074074073e-05,0.2171019406193818,0.5596344456246111,0.9917096780270475,0.004654655944648109,0.0036245073404324413,0.0,0.8978805021476528,8.403747892312213e-05
14016,14112,-0.08050128250873723,False,26.44427135678392,0.8427024867200844,0.7101474811242141,26.45755539921917,25.007336683417087,27.881206030150754,2.8738693467336667,26.444271356783922,0.7260301507537683,7.786046382212608e-15,-1.2000000000000004,0.010526315789473684,1.0538088500410943,1.1574074074074073e-05,13850.04910405175,1.2199656575703485e-05,2.9547076200925497e-06,1.1574074074074073e-05,0.05707017581086542,0.9486914602871724,0.9998155788521015,0.00018391122382992154,5.099240684728413e-07,0.0,0.9687499999999859,-3.361250697934101e-05
