start_index,matrix_profile,nearest_neighbor_index
213,2.1745713938378044,2901
214,2.1769946678517975,2902
215,2.176457446945183,2903
216,2.1711806510107494,2904
217,2.1699809595070776,2905
218,2.1703566281426245,2906
219,2.1927269959737767,2907
220,2.1946277027383823,2908
221,2.194965817963922,2909
222,2.2009999857031386,2910
223,2.2067926826429374,2911
224,2.2054598718897447,2912
225,2.2057385568065904,2913
226,2.22105052030391,2914
227,2.2223480236204054,2915
228,2.22232054293728,2916
229,2.2282485502940297,2917
230,2.2310845684980563,2918
231,2.245861900266927,2919
232,2.2471720826818373,2920
233,2.245899770234369,2921
234,2.246476162728208,2922
235,2.24284869284099,2923
236,2.2615758539722037,2924
237,2.259763978875539,2925
238,2.2626575887197187,2926
239,2.264669702135057,2927
240,2.2753042233167213,2928
241,2.2640144583064634,2929
242,2.2605925364483532,2930
243,2.2885507375509593,2931
244,2.3423807857664936,2932
245,2.3400672385586243,2933
246,2.3420960029954796,2934
247,2.3288944365319657,2935
248,2.323143915052905,2936
249,2.3180682748942254,2937
250,2.329163896545267,2938
251,2.2798903787834703,2939
252,2.329472609073415,2940
253,2.2493340331058036,2941
254,2.2317608155436917,2942
255,2.306297497784306,2943
256,2.382108999471424,2944
257,2.4200842102784086,2945
258,2.4322425792694276,2946
259,2.4759411793945123,2947
260,2.4251857983946095,3044
261,2.450276144174799,2949
262,2.4193966187085065,2950
263,2.3741860004382067,2951
264,2.402216029878206,2952
265,2.4146087296388563,2953
266,2.376578375231885,2954
267,2.3850378108439387,2955
268,2.4539059816152964,3052
269,2.432937131881489,3053
270,2.481364687100389,3054
271,2.4864792756834633,3055
272,2.482238352062762,3056
273,2.4987013557937026,2961
274,2.514352709701355,2962
275,2.5140215460489626,2963
276,2.5097881730500573,2964
277,2.591127289670862,3061
278,2.5739506530585374,2966
279,2.5866460824549957,3064
280,2.4747702677650127,3065
281,2.5192812838379646,3066
282,2.593359897530646,3066
283,2.5283711979255243,188
284,2.4869873745052202,189
285,2.487187032827492,190
286,2.49573599045944,191
287,2.4951691487112773,192
288,2.4942841630214914,193
289,2.49627164086196,194
290,2.49566132631915,3075
291,2.5016774193809774,3076
292,2.5059402878911956,197
293,2.5054236569427455,198
294,2.492671350937016,3079
295,2.493236208631582,3080
296,2.4969594875215564,3081
297,2.500247003168453,3082
298,2.517407813999858,3083
299,2.519087259122222,3084
300,2.520464047004727,3085
301,2.518809364483173,3086
302,2.525508438447441,3087
303,2.532687629864733,3088
304,2.5244376847465753,209
305,2.5290084988162107,3090
306,2.5254744631321504,3091
307,2.5382321252274394,3092
308,2.5366764654917233,3093
309,2.5215067082723905,3094
310,2.5210164375467925,3095
311,2.499002047783246,3096
312,2.503276436890507,3097
313,2.505287376417772,3098
314,2.506823090952489,3099
315,2.489797279882555,3100
316,2.478591743580914,3101
317,2.529785219189434,3102
318,2.5249908795247604,3103
319,2.5261432876792207,3104
320,2.540205367163251,3105
321,2.5553084866598583,3106
322,2.5677522735815947,2915
323,2.5682707905962467,2916
324,2.566976151178821,2917
325,2.565591987377359,2918
326,2.571579821000244,2919
327,2.573233396024837,2920
328,2.585548733088115,2921
329,2.5699359243741533,2922
330,2.5727454134862757,235
331,2.572132060442295,2924
332,2.5860340663124104,2925
333,2.583179712768097,2926
334,2.582269820943284,2927
335,2.599597932035428,2928
336,2.5939330696653817,2929
337,2.586613681537393,2930
338,2.5847415303271917,2931
339,2.55129110610102,25981
340,2.554878359961373,245
341,2.5444940321747307,246
342,2.5221158699543094,247
343,2.596992224860333,248
344,2.64856744692535,440
345,2.6640866542082335,441
346,2.4769168608509546,250
347,2.494362030644861,539
348,2.4939951683848993,540
349,2.5217037390414694,541
350,2.605933646653672,542
351,2.584301214816729,543
352,2.5638363198971956,448
353,2.5474206671096624,545
354,2.3686965064721925,545
355,2.4057395054354007,546
356,2.430709500129619,547
357,2.432461552962226,548
358,2.4280555543724027,549
359,2.426249900961467,550
360,2.455500294660168,551
361,2.4671911858777804,552
362,2.4636376038910877,553
363,2.46903477353883,554
364,2.4788435495728263,555
365,2.491180371167869,556
366,2.5104939792376846,557
367,2.5496879610357612,559
368,2.5825374676383954,560
369,2.599703553676325,560
370,2.604448666326631,561
371,2.5854898927773418,563
372,2.576617814649669,563
373,2.449453124692567,564
374,2.4706517366893004,565
375,2.4818427805605685,566
376,2.4691771637250652,567
377,2.474250260312253,568
378,2.4448434694047356,569
379,2.445961277290115,570
380,2.429157035924682,571
381,2.415375104223714,572
382,2.3966025635202026,573
383,2.393835859950508,574
384,2.3778219283254702,575
385,2.3734399160042625,576
386,2.3754381113592467,577
387,2.405400396175527,578
388,2.4071686986670753,579
389,2.4022796742235704,580
390,2.415218066129654,581
391,2.423308031705197,582
392,2.419247394857506,583
393,2.427868254772351,584
394,2.4252800756400714,585
395,2.4430344309825385,586
396,2.4509275317045307,588
397,2.4564002518503347,589
398,2.4610647855337238,590
399,2.4447950190644008,591
400,2.432900592820019,592
401,2.4226283319105884,593
402,2.424333484197157,594
403,2.399269192957129,595
404,2.4017712809378944,596
405,2.4005726252058937,597
406,2.406186538487086,598
407,2.403400001153948,599
408,2.39303346670313,600
409,2.3785924314229456,601
410,2.3801654938950034,602
411,2.3649933171356494,603
412,2.346282184748621,604
413,2.3024980907698707,605
414,2.2918709472674283,606
415,2.2947137018246333,607
416,2.2971107238687587,608
417,2.268716425802468,609
418,2.2691798194435373,610
419,2.283448649187815,611
420,2.3062438618205947,612
421,2.2975286470967977,613
422,2.282845071048655,614
423,2.269463986997908,615
424,2.243623388549883,616
